decisionType,petitioner,respondent,jurisdiction,caseOrigin,caseSource,lcDisagreement,certReason,partyWinning,precedentAlteration,issueArea
1,194,150,1,32,32,0,11,1,0,9
2,126,28,1,79,24,0,12,1,0,9
1,240,27,1,46,28,0,4,1,0,12
1,211,191,1,55,32,0,12,1,0,5
1,211,191,1,55,32,0,12,1,0,5
1,211,191,1,55,32,0,12,1,0,5
7,130,211,2,302,300,0,1,1,0,3
1,26,106,1,79,24,0,11,1,0,2
1,216,27,1,55,32,0,11,0,0,8
1,216,27,1,55,32,0,11,0,0,8
1,3,9,1,48,29,1,11,1,0,2
1,7,234,1,302,300,1,11,1,1,8
1,7,234,1,302,300,1,11,1,1,8
1,113,28,2,300,300,0,1,1,0,3
1,190,28,2,302,300,1,1,1,0,3
1,27,100,1,98,24,1,10,1,0,1
1,148,134,1,118,26,0,10,0,0,4
1,148,134,1,118,26,0,10,0,0,4
6,27,100,1,94,22,0,12,0,0,9
1,27,28,9,,,0,1,0,0,10
1,170,129,1,93,30,0,12,1,0,2
1,200,6,2,302,300,1,1,1,0,4
1,405,237,1,22,22,0,10,0,0,8
1,405,237,1,22,22,0,10,0,0,8
1,100,27,1,55,32,1,10,0,0,1
1,135,195,1,96,22,1,2,1,0,2
1,28,195,1,96,22,1,2,1,0,2
1,135,195,1,96,22,1,2,1,0,2
1,135,195,1,96,22,1,2,1,0,2
1,135,195,1,96,22,1,2,1,0,2
1,135,195,1,96,22,1,2,1,0,2
1,238,249,1,302,300,0,10,1,0,10
1,138,27,1,103,26,0,12,1,0,12
1,27,138,1,67,27,0,2,1,0,12
1,27,138,1,67,27,0,2,1,0,12
1,117,27,1,48,29,0,11,1,0,3
1,391,151,2,64,64,0,1,0,0,1
1,391,151,2,64,64,0,1,0,0,1
1,27,126,1,94,22,1,2,1,0,1
1,27,126,1,96,22,1,2,0,0,1
1,193,4,2,88,88,1,1,0,0,2
1,193,4,2,88,88,1,1,0,0,2
6,28,169,2,89,89,0,1,1,0,9
1,111,4,2,300,300,0,1,1,0,6
1,111,4,2,300,300,0,1,0,0,6
1,100,28,1,302,301,1,12,1,0,1
2,123,233,8,302,302,0,1,1,0,9
1,28,100,1,302,300,0,11,0,0,1
1,28,195,1,25,25,0,10,1,0,8
1,198,195,1,25,25,0,10,1,0,8
1,344,195,1,25,25,0,10,1,0,8
1,28,190,1,50,29,0,12,1,0,1
1,28,190,1,50,29,0,12,1,0,1
1,19,174,1,75,25,0,12,1,0,8
1,326,195,1,90,29,0,12,1,0,8
1,198,208,1,77,25,0,12,1,0,8
1,209,366,1,25,25,0,11,0,0,8
1,209,366,1,25,25,0,11,0,0,8
1,209,366,1,25,25,0,11,0,0,8
1,209,366,1,25,25,0,11,0,0,8
1,9,3,1,96,22,0,11,1,1,2
1,28,202,1,66,27,0,10,1,0,2
1,362,202,1,66,27,0,10,1,0,2
1,106,368,1,29,29,1,11,1,0,2
1,338,207,1,32,32,0,12,1,0,8
1,246,207,1,32,32,0,12,1,0,8
1,191,338,1,32,32,0,12,1,0,8
1,190,207,1,32,32,0,12,1,0,8
1,221,207,1,32,32,0,12,1,0,8
1,190,207,1,32,32,0,12,1,0,8
1,158,27,1,60,25,0,10,0,0,8
2,193,28,2,93,93,0,1,0,0,2
2,193,28,2,93,93,0,1,0,0,2
1,136,27,1,117,26,0,11,1,1,1
1,100,28,1,56,25,1,11,1,0,1
1,28,100,2,88,29,0,1,0,0,1
1,100,27,1,80,21,0,12,1,0,1
1,27,100,1,82,26,0,11,1,1,1
1,198,28,2,302,300,0,1,0,0,8
1,198,28,2,302,300,0,1,0,0,8
1,198,28,2,302,300,0,1,0,0,8
1,198,28,2,302,300,0,1,0,0,8
1,198,28,2,302,300,0,1,0,0,8
1,198,28,2,302,300,0,1,0,0,8
1,198,28,2,302,300,0,1,0,0,8
1,198,28,2,302,300,0,1,0,0,8
1,198,28,2,302,300,0,1,0,0,8
1,198,28,2,302,300,0,1,0,0,8
1,198,28,2,302,300,0,1,0,0,8
1,198,28,2,302,300,0,1,0,0,8
1,198,28,2,302,300,0,1,0,0,8
1,198,28,2,302,300,0,1,0,0,8
1,198,28,2,302,300,0,1,0,0,8
1,409,150,1,116,26,0,11,0,0,8
1,382,151,1,42,25,0,3,1,0,5
1,113,4,2,300,300,0,1,0,0,8
1,158,28,2,302,300,0,1,0,0,8
1,158,28,2,302,300,0,1,0,0,8
1,27,113,1,66,27,0,3,1,0,1
1,245,245,1,108,29,0,12,1,0,8
1,119,173,1,96,22,1,2,1,0,9
1,120,208,1,89,28,1,2,1,0,9
1,100,28,1,302,300,0,10,1,0,1
1,100,28,1,302,300,0,10,1,0,1
1,191,249,1,22,22,1,2,1,0,7
1,156,249,1,22,22,1,2,1,0,7
1,382,249,1,22,22,1,2,1,0,7
1,184,27,1,7,1,1,12,0,0,12
1,216,237,1,86,28,0,2,1,0,9
1,154,221,1,111,23,0,2,0,0,9
1,167,382,1,21,21,0,4,0,0,7
1,145,28,2,302,300,1,1,1,0,2
1,145,28,2,302,300,1,1,1,0,2
7,3,251,1,120,25,0,12,1,0,2
1,151,382,1,25,25,0,4,0,0,7
1,394,172,1,1,1,0,10,1,0,8
6,28,28,9,,,0,1,0,0,9
1,3,28,2,302,300,0,1,1,0,8
1,27,170,1,85,25,0,12,1,0,2
1,170,28,1,85,300,0,12,1,0,2
7,16,171,1,66,27,0,11,1,0,9
7,16,171,1,66,27,0,11,1,0,9
1,28,215,1,46,28,0,12,0,0,6
1,28,215,1,46,28,0,12,0,0,6
1,28,215,1,46,28,0,12,0,0,1
7,28,226,1,50,29,0,12,1,0,3
1,27,100,1,110,23,1,11,1,0,4
1,194,150,2,100,100,0,1,1,0,8
1,385,150,2,100,100,0,1,1,0,8
1,385,150,2,100,100,0,1,1,0,9
1,385,150,2,100,100,0,1,1,0,9
1,385,150,2,100,100,0,1,1,0,8
1,385,150,2,100,100,0,1,1,0,8
1,385,150,2,100,100,0,1,1,0,9
1,385,150,2,100,100,0,1,1,0,9
1,231,3,2,302,300,0,1,0,0,4
1,100,28,1,302,300,0,3,1,0,1
2,251,28,2,59,59,0,1,1,0,2
6,23,218,1,55,32,0,12,0,0,9
1,28,175,2,79,79,0,1,1,0,2
1,151,28,2,83,83,0,1,1,0,8
7,26,239,1,302,300,0,10,0,0,2
7,26,239,1,302,300,0,10,0,0,2
1,27,184,1,111,23,1,12,0,0,8
1,27,184,1,111,23,1,12,0,0,8
1,304,174,1,96,22,0,10,1,0,8
1,171,206,1,113,21,1,2,0,0,8
1,171,206,1,113,21,1,2,0,0,8
1,151,182,1,66,27,0,10,1,0,2
7,126,28,1,302,300,1,12,1,0,1
7,126,28,1,302,300,1,12,1,0,1
7,126,28,1,302,300,1,12,1,0,1
7,126,28,1,302,300,0,11,1,0,1
1,28,27,1,49,29,0,11,1,0,8
1,27,28,1,302,300,0,12,0,0,8
1,338,221,1,32,32,1,12,1,0,3
1,338,221,1,32,32,1,12,1,0,3
2,28,215,1,41,25,0,12,0,0,1
2,231,231,1,25,25,0,11,1,0,9
2,28,206,2,66,66,0,1,0,0,9
2,28,206,2,66,66,0,1,0,0,9
2,382,167,1,32,32,0,12,1,0,7
2,126,28,1,302,300,0,12,1,0,1
2,26,9,1,91,21,0,12,1,0,2
4,27,28,9,,,0,1,0,0,10
1,21,10,2,59,59,0,1,0,0,2
1,193,3,2,42,42,0,1,0,0,2
1,193,3,2,42,42,0,1,0,0,2
2,231,145,1,123,30,0,12,1,0,9
1,4,125,2,48,48,0,1,1,0,4
1,4,125,2,48,48,0,1,1,0,4
1,4,125,2,48,48,0,1,1,0,4
1,4,125,2,48,48,0,1,1,0,4
1,100,28,1,302,301,0,10,0,0,1
1,362,244,2,51,51,0,1,1,0,2
1,244,362,2,51,51,0,1,1,0,2
1,244,362,2,51,51,0,1,1,0,2
1,244,362,2,51,51,0,1,1,0,2
1,166,27,1,48,29,0,12,1,0,12
1,126,28,2,302,300,0,1,0,0,1
1,126,28,2,302,300,0,1,0,0,1
1,354,113,1,27,27,1,10,1,0,8
7,166,202,2,302,300,1,1,0,0,2
5,28,100,1,302,300,0,12,0,0,1
6,100,28,1,302,300,0,12,0,0,9
1,28,126,1,302,300,0,11,1,0,1
1,113,113,1,302,300,0,11,0,0,8
1,28,113,1,302,300,0,11,0,0,8
2,128,333,2,87,87,0,1,0,0,9
1,184,237,1,96,22,0,2,0,0,9
1,184,237,1,96,22,0,2,0,0,1
1,100,28,1,302,300,0,6,1,1,2
1,28,206,2,109,109,0,1,0,0,5
1,8,21,1,84,25,0,12,1,0,3
4,28,28,9,,,0,1,1,0,11
2,6,111,1,104,26,0,12,1,0,4
2,100,28,1,302,300,0,12,1,0,2
2,100,28,1,302,300,0,12,1,0,1
2,100,28,1,302,300,0,12,1,0,1
2,100,28,2,302,300,0,,1,0,1
2,100,28,1,302,301,0,12,1,0,1
2,100,28,1,302,301,0,12,1,0,1
1,28,170,2,128,29,1,1,1,0,2
1,28,170,2,128,29,1,1,1,0,2
1,344,187,1,25,25,0,12,1,0,8
1,240,369,1,9,27,0,10,0,0,12
1,249,230,1,66,27,0,12,1,0,8
1,249,230,1,66,27,0,12,1,0,8
1,168,253,1,302,300,0,11,1,0,10
1,168,253,1,302,300,0,11,1,0,10
1,4,165,2,119,119,0,1,1,0,3
1,165,4,2,119,119,0,1,0,0,3
1,165,165,2,119,119,0,1,1,0,3
1,393,145,1,29,29,0,2,0,0,8
1,171,145,1,29,29,0,2,0,0,8
1,135,27,1,100,24,1,12,0,0,8
1,28,28,9,,,0,1,1,0,9
1,238,357,1,22,22,0,10,1,0,8
1,328,13,2,55,55,0,1,1,0,2
1,328,13,2,55,55,0,1,1,0,2
1,7,129,2,66,27,0,1,0,0,2
1,28,27,2,88,88,1,1,1,0,8
1,4,211,2,66,27,0,1,0,0,2
5,344,198,1,25,25,0,12,0,0,8
5,134,344,1,25,25,0,12,0,0,8
2,21,8,1,107,30,0,12,1,0,2
2,21,8,1,107,30,0,12,1,0,2
2,27,195,1,77,25,1,12,1,0,4
1,171,144,1,122,25,0,12,0,0,8
1,172,184,1,86,28,1,11,1,0,10
1,168,253,2,302,301,0,1,1,0,2
1,148,382,1,26,26,1,10,1,0,7
1,19,212,1,66,27,1,4,0,0,2
1,213,28,1,302,300,0,5,0,0,1
1,195,15,1,49,29,0,11,1,0,8
1,195,15,1,49,29,0,11,1,0,8
1,195,15,1,49,29,0,11,1,0,8
1,28,208,1,302,301,0,12,0,0,8
1,28,208,1,302,301,0,12,0,0,8
6,126,28,1,302,301,0,11,0,0,9
2,28,206,2,114,114,0,1,1,0,5
2,113,3,1,302,300,0,12,1,0,8
1,28,100,1,302,301,0,12,0,0,1
1,161,27,1,96,22,0,2,0,0,12
1,382,130,1,27,27,0,11,0,0,7
7,205,7,1,96,22,0,10,0,0,10
1,3,8,1,96,22,0,12,1,0,2
1,3,8,1,96,22,0,12,1,0,2
2,251,16,8,85,85,0,1,1,0,2
1,5,10,1,48,29,0,11,0,0,2
1,5,10,1,48,29,0,11,0,0,9
1,28,100,1,302,300,0,6,0,0,1
1,195,27,1,134,30,0,10,1,0,4
1,338,124,1,28,28,0,12,0,0,8
1,207,338,1,28,28,0,12,0,0,8
1,222,124,1,28,28,0,12,0,0,8
1,27,135,1,120,25,0,2,0,0,12
1,27,135,1,59,25,0,2,1,0,12
1,27,240,1,50,29,0,12,1,0,1
1,172,191,1,96,22,0,10,1,0,8
1,172,191,1,96,22,0,10,1,0,8
1,241,364,1,69,27,0,2,0,0,2
1,27,241,1,55,32,1,2,1,0,2
1,28,106,2,96,96,0,1,1,0,2
1,225,3,1,66,27,0,3,0,0,9
1,225,3,1,66,27,0,3,0,0,9
1,100,28,1,302,300,0,11,1,0,1
1,148,28,2,302,300,0,1,1,0,8
1,148,28,2,302,300,0,1,1,0,10
1,174,191,1,96,22,1,10,1,0,3
1,198,238,1,48,29,0,12,1,0,1
1,198,238,1,48,29,0,12,1,0,9
1,100,27,1,92,23,0,11,0,0,1
1,100,27,1,92,23,0,11,0,0,1
1,189,324,1,54,23,0,3,1,0,5
1,189,324,1,54,23,0,3,1,0,5
1,157,28,2,302,300,0,1,1,1,10
7,153,214,2,302,300,0,1,0,0,2
7,153,214,2,302,300,0,1,0,0,2
1,28,100,1,302,300,0,11,1,0,1
1,153,188,2,302,300,0,1,1,0,2
1,169,28,2,302,300,0,1,1,0,4
1,116,5,2,302,300,0,1,1,0,8
1,116,5,2,302,300,0,1,1,0,8
6,26,106,1,79,24,0,12,1,0,9
2,19,8,1,46,28,0,12,1,0,3
2,126,27,1,109,23,0,12,1,0,2
1,185,237,1,96,22,0,12,1,0,8
1,151,382,1,27,27,0,3,0,0,7
1,27,195,1,110,23,1,12,1,0,4
1,27,215,1,96,22,0,3,1,0,4
1,27,215,1,96,22,0,3,1,0,1
1,4,202,1,121,25,0,2,1,0,9
1,212,28,1,92,23,0,2,0,0,9
1,239,232,1,66,27,0,11,1,0,9
1,151,230,1,71,28,0,12,1,0,2
1,27,119,1,83,28,0,12,1,0,8
1,27,126,1,81,26,0,10,1,0,1
6,28,100,1,302,300,1,11,1,0,1
2,251,16,8,85,85,0,1,0,0,2
1,28,215,1,89,28,0,2,1,0,4
1,249,247,1,134,30,0,2,1,0,7
7,28,126,1,118,26,0,2,1,0,1
2,151,145,1,52,30,0,12,0,0,9
2,126,28,1,302,300,0,12,1,0,1
1,254,27,1,52,30,0,12,1,0,1
1,27,126,1,67,27,1,12,1,0,1
1,163,114,1,52,30,0,2,1,0,8
1,6,100,1,96,22,0,12,1,0,4
1,27,126,1,92,23,0,2,1,0,1
1,211,211,2,302,300,1,1,0,0,3
1,110,28,1,302,301,1,11,1,0,1
1,110,28,1,302,301,1,11,1,0,1
1,154,211,1,77,25,0,12,1,0,2
1,28,9,2,80,80,1,1,1,0,2
1,28,249,2,45,45,0,1,1,0,9
1,28,249,2,45,45,0,1,1,0,9
1,117,28,1,302,301,0,11,1,0,1
1,134,184,1,83,28,0,2,1,0,8
1,326,150,1,55,32,0,12,1,0,8
1,151,145,1,111,23,0,11,1,0,2
1,26,164,1,98,24,0,10,1,0,2
1,7,202,2,121,121,0,1,1,0,9
1,231,234,1,28,28,0,2,1,0,9
1,366,234,1,28,28,0,2,1,0,9
1,231,234,1,28,28,0,2,1,0,9
1,100,28,2,302,300,1,1,1,0,1
1,100,28,2,302,300,1,1,1,0,1
1,27,211,1,92,23,0,10,0,0,8
1,211,16,1,92,23,0,12,0,0,8
1,100,28,1,302,300,0,10,1,0,1
1,209,187,1,30,30,1,12,1,0,9
1,344,187,1,30,30,1,12,1,0,9
1,340,134,1,107,30,0,12,1,0,8
1,216,173,1,96,22,1,12,1,0,8
1,216,173,1,96,22,1,12,1,0,9
1,28,169,2,59,59,0,1,1,0,2
1,28,169,2,59,59,0,1,1,0,4
1,28,169,2,109,109,1,1,1,0,2
1,28,169,2,109,109,1,1,1,0,4
1,195,170,1,70,28,0,12,1,0,2
1,28,170,1,70,28,0,12,1,0,2
1,362,212,1,63,29,0,12,1,0,2
1,362,212,1,63,29,0,12,1,0,4
1,28,175,1,302,300,1,12,1,0,1
1,28,175,1,302,300,1,12,1,0,2
1,100,28,1,302,300,0,2,0,0,1
1,28,100,1,302,300,0,11,0,0,1
1,382,167,1,26,26,0,12,1,0,7
1,28,177,2,80,80,1,1,1,0,4
1,28,110,1,302,301,0,11,1,0,1
1,110,28,2,302,302,0,1,1,0,1
1,4,177,2,96,96,0,1,1,0,4
1,4,177,2,96,96,0,1,1,0,4
1,362,202,2,80,80,0,1,0,0,2
1,28,202,2,80,80,0,1,0,0,2
1,28,202,2,80,80,0,1,0,0,2
1,28,202,2,80,80,0,1,0,0,2
1,28,202,2,80,80,0,1,0,0,2
1,28,202,2,80,80,0,1,0,0,2
1,28,202,2,80,80,0,1,0,0,2
1,28,202,2,80,80,0,1,0,0,2
1,19,190,1,302,300,0,12,0,0,3
1,174,23,1,133,27,0,11,1,0,3
1,19,110,1,120,25,0,12,1,0,2
1,174,220,1,55,32,0,12,1,0,3
1,28,197,2,120,25,1,1,1,0,9
1,28,197,2,120,25,1,1,1,0,9
1,249,145,1,75,25,1,12,1,0,2
1,151,145,1,75,25,1,12,1,0,2
1,27,145,1,75,25,1,12,1,0,2
1,145,116,1,126,24,1,2,1,0,8
1,145,116,1,126,24,1,2,1,0,8
1,362,188,2,122,122,0,1,1,0,2
1,362,188,2,122,122,0,1,1,0,2
1,126,28,1,126,24,0,11,0,0,1
1,355,111,1,55,32,0,11,1,0,5
1,190,16,1,302,300,0,10,0,0,1
1,190,16,1,302,300,0,10,0,0,1
1,21,222,1,104,26,0,12,0,0,2
1,21,222,1,104,26,0,12,0,0,2
1,28,222,1,118,26,0,11,1,0,1
1,130,130,1,302,300,0,12,1,0,3
7,28,175,2,80,80,1,1,0,0,5
7,202,175,2,80,80,1,1,0,0,5
1,28,157,1,302,300,0,5,1,0,2
1,28,27,1,129,29,0,5,1,0,2
1,157,6,1,129,29,0,5,1,0,2
1,157,6,1,129,29,0,5,1,0,2
1,157,6,1,129,29,0,5,1,0,2
1,157,6,1,129,29,0,5,1,0,2
1,157,6,1,129,29,0,5,1,0,2
1,157,6,1,129,29,0,5,1,0,2
1,157,6,1,129,29,0,5,1,0,2
2,178,16,8,133,27,0,1,0,0,9
2,136,28,1,69,27,0,12,0,0,1
2,126,28,1,74,26,0,12,1,0,1
2,366,245,1,22,22,0,12,1,0,9
1,119,237,1,50,29,0,10,1,0,8
1,119,237,1,50,29,0,10,1,0,9
1,100,27,1,75,25,0,2,0,0,1
1,326,195,2,52,52,0,1,1,0,4
1,326,195,2,52,52,0,1,1,0,4
1,326,195,2,52,52,0,1,1,0,4
1,234,145,1,25,25,0,12,0,0,8
1,100,28,2,302,301,0,1,1,0,1
1,27,250,1,109,23,0,10,1,0,8
1,21,362,1,94,22,0,10,0,0,2
1,195,27,1,63,29,0,10,1,0,4
1,213,111,1,302,300,1,12,1,0,8
6,157,241,1,302,301,0,12,1,0,4
1,151,249,1,131,24,0,2,0,0,7
2,364,195,1,96,22,0,12,1,0,9
2,3,195,1,96,22,0,12,1,0,9
2,364,195,1,96,22,0,12,1,0,9
1,195,225,1,75,25,0,12,1,0,8
2,126,27,1,,26,0,12,1,0,1
1,328,106,2,66,27,0,1,1,0,2
1,328,106,2,66,27,0,1,1,0,2
1,328,106,2,66,27,0,1,1,0,2
1,208,28,2,302,301,0,1,0,0,2
1,208,28,2,302,301,0,1,0,0,2
1,200,16,1,302,300,1,10,1,0,4
1,200,208,2,302,300,0,1,1,0,4
1,28,28,9,,,0,1,1,0,11
1,324,186,1,50,29,0,12,1,0,3
1,324,186,1,50,29,0,12,1,0,3
1,28,28,9,,,0,1,1,0,11
1,27,100,1,55,32,1,12,1,0,1
1,27,100,1,55,32,1,12,1,0,1
6,27,186,1,55,32,0,11,1,0,3
6,27,186,1,55,32,0,11,1,0,3
6,195,27,1,3,3,0,11,1,0,8
6,195,27,1,3,3,0,11,1,0,8
2,100,28,1,302,300,1,12,1,0,1
6,21,222,1,120,25,0,12,0,0,9
6,21,222,1,120,25,0,12,0,0,9
6,21,222,1,120,25,0,12,0,0,9
1,103,173,1,96,22,0,12,0,0,6
1,231,145,1,302,301,0,12,1,0,8
1,231,145,1,302,301,0,12,1,0,8
2,28,251,6,117,117,0,1,1,0,9
2,13,27,1,126,24,1,11,0,0,3
2,27,13,1,126,24,1,11,1,0,3
1,19,218,1,55,32,0,11,1,0,9
1,19,174,1,113,21,0,11,1,0,9
1,125,123,1,108,29,0,2,1,0,8
1,120,116,1,55,32,1,12,1,0,9
1,120,116,1,55,32,1,12,1,0,9
1,151,182,1,50,29,0,10,1,0,2
1,3,149,1,66,27,0,11,0,0,3
1,25,28,2,96,96,0,1,0,0,3
1,382,232,1,22,22,0,12,0,0,7
1,249,232,1,22,22,0,12,0,0,7
1,27,100,1,86,28,0,2,1,0,1
1,151,371,1,103,26,0,3,0,0,7
1,27,166,2,3,3,0,1,0,0,2
6,28,100,1,302,300,0,12,0,0,9
1,100,27,1,52,30,0,11,0,1,9
1,126,27,1,126,24,1,2,0,0,1
1,145,171,1,96,22,0,2,0,0,8
1,115,105,1,301,301,0,12,0,0,8
1,115,105,1,301,301,0,12,0,0,8
1,27,254,1,109,23,0,3,1,0,1
1,27,254,1,109,23,0,3,1,0,1
1,19,226,1,55,32,0,12,1,0,5
1,226,19,1,55,32,0,12,1,0,5
1,165,362,1,55,32,1,12,0,0,5
2,243,333,1,29,29,1,12,1,0,8
2,243,333,1,29,29,1,12,1,0,9
1,333,3,1,29,29,0,10,1,0,8
1,333,3,1,29,29,0,10,1,0,9
1,100,27,1,96,22,0,12,1,0,1
1,27,195,1,44,29,0,11,1,0,2
1,126,28,1,122,25,1,12,0,0,1
6,19,242,2,120,25,1,1,0,0,3
1,113,138,1,85,25,0,11,0,0,9
1,27,211,1,118,26,1,10,1,0,9
1,184,134,1,55,32,0,10,1,0,5
1,184,134,1,55,32,0,10,1,0,5
1,411,215,1,110,23,0,3,1,0,9
1,198,4,2,302,300,0,1,0,0,8
1,198,4,2,302,300,0,1,0,0,8
1,27,100,1,302,300,0,12,1,0,1
1,28,215,2,89,89,0,1,0,0,4
1,28,215,2,89,89,0,1,0,0,9
1,211,8,1,96,22,0,12,0,0,3
1,27,170,1,3,3,0,12,1,0,8
1,27,170,1,3,3,0,12,1,0,2
1,126,27,1,55,32,0,12,0,0,1
1,100,28,2,302,300,1,1,1,0,1
1,100,28,2,302,300,1,1,1,0,1
1,8,3,1,87,28,0,2,1,0,2
1,126,27,1,302,300,0,12,1,0,1
1,326,28,1,64,29,0,11,1,0,8
1,326,28,1,64,29,0,11,1,0,8
1,233,123,1,92,23,1,11,1,0,9
1,19,208,1,69,27,0,12,0,0,8
1,19,208,1,69,27,0,12,0,0,8
7,3,251,2,43,25,0,1,1,0,2
7,3,251,2,43,25,0,1,1,0,2
1,168,171,2,302,300,0,1,1,0,2
1,3,27,2,55,55,0,1,0,0,2
1,3,27,2,55,55,0,1,0,0,2
6,213,28,1,302,301,1,12,1,0,1
6,28,251,2,43,25,0,1,1,0,2
6,28,251,2,43,25,0,1,1,0,2
1,371,151,2,55,55,0,1,1,0,4
1,371,151,2,55,55,0,1,1,0,4
1,27,28,9,,,0,1,1,0,10
7,116,145,1,302,300,0,5,0,0,8
1,28,100,1,302,300,1,11,1,0,1
1,205,332,1,129,29,0,2,0,0,9
1,28,126,1,109,23,1,11,1,0,1
1,151,396,1,66,27,0,11,0,0,8
1,126,27,1,111,23,0,12,1,0,1
1,126,27,1,111,23,0,12,1,0,1
7,126,28,1,302,300,1,12,1,0,1
1,113,185,1,120,25,0,12,0,0,9
1,26,177,1,95,22,0,12,1,0,9
1,326,28,1,123,30,0,10,1,0,8
6,28,28,9,,,0,1,0,0,11
7,27,100,1,81,26,0,11,1,0,1
1,333,128,1,77,25,0,10,1,0,8
1,333,128,1,77,25,0,10,1,0,9
1,326,176,1,105,30,1,10,0,0,2
1,326,176,1,105,30,1,10,0,0,2
1,27,100,1,58,25,0,12,1,0,1
1,8,19,1,112,21,0,2,1,0,2
2,115,105,1,49,29,1,12,1,0,8
2,363,212,2,112,112,0,1,1,0,2
2,363,212,2,112,112,0,1,1,0,2
1,326,198,1,52,30,0,10,0,0,8
1,119,405,1,96,22,0,2,1,0,8
1,20,134,2,126,126,1,1,1,0,2
1,208,184,1,107,30,0,2,0,0,9
2,19,208,1,66,27,0,12,1,0,6
2,19,208,1,66,27,0,12,1,0,6
1,27,28,9,,,0,1,1,0,10
1,100,27,1,111,23,1,11,0,0,1
1,28,113,2,57,57,1,1,1,0,8
1,131,183,1,96,22,1,2,0,0,6
1,235,218,2,302,300,0,1,0,0,4
1,235,218,2,302,300,0,1,0,0,4
1,235,218,2,302,300,0,1,0,0,4
1,318,184,1,54,23,0,3,0,0,5
1,28,28,9,,,0,1,1,0,11
1,28,170,2,128,128,0,1,1,0,2
1,170,28,2,128,128,0,1,1,0,2
1,170,28,2,128,128,0,1,1,0,2
1,170,28,2,128,128,0,1,1,0,2
1,250,151,1,103,26,0,3,1,0,2
1,198,7,2,302,300,0,1,0,0,8
1,198,7,2,302,300,0,1,0,0,8
1,100,28,1,81,26,0,12,0,0,1
1,100,28,1,81,26,0,12,0,0,1
1,195,3,2,302,300,0,1,0,0,8
1,195,3,2,302,300,0,1,0,0,4
1,27,100,1,126,24,0,11,0,0,1
1,27,172,1,1,1,1,11,0,0,8
7,100,28,1,302,300,0,12,1,0,1
1,126,28,1,302,300,0,11,1,0,4
1,195,152,1,51,29,0,10,1,0,8
1,28,152,1,51,29,0,10,1,0,8
1,18,152,1,51,29,0,10,1,0,8
1,126,27,1,94,22,0,2,1,0,1
2,28,100,1,81,26,1,12,1,0,1
1,28,126,1,302,300,1,12,1,0,1
1,123,4,1,115,28,0,11,0,0,8
1,28,218,2,66,27,0,1,0,0,3
1,382,249,1,32,32,1,3,0,0,7
1,148,4,2,302,300,0,1,1,0,3
1,148,4,2,302,300,0,1,1,0,3
1,148,4,2,302,300,0,1,1,0,3
1,148,4,2,302,300,0,1,1,0,3
1,382,249,1,32,32,0,11,1,0,7
1,382,249,1,32,32,0,11,1,0,7
1,126,28,1,302,300,0,11,1,0,1
7,100,27,1,56,25,1,12,1,0,1
7,100,27,1,56,25,1,12,1,0,1
1,27,100,1,66,27,0,11,1,0,4
1,27,100,1,66,27,0,11,1,0,4
1,27,100,1,66,27,0,11,1,0,4
1,120,145,2,302,301,0,1,0,0,8
1,27,100,1,103,26,0,12,1,0,1
1,27,100,1,103,26,0,12,1,0,1
1,151,111,1,77,25,0,12,0,0,6
1,151,111,1,77,25,0,12,0,0,6
1,151,111,1,77,25,0,12,0,0,6
1,362,204,1,109,23,0,12,1,0,4
1,151,145,1,95,22,1,2,1,0,2
1,28,202,1,302,300,0,12,0,0,2
1,28,202,1,302,300,0,12,0,0,2
1,100,28,1,302,300,0,11,1,0,1
1,28,100,1,302,300,1,10,1,0,1
1,27,100,1,80,21,0,2,1,1,1
1,27,100,1,80,21,0,2,1,1,1
1,100,28,1,302,300,0,12,0,0,1
1,100,28,1,302,300,0,12,0,0,1
1,28,212,1,53,22,0,11,0,0,6
1,28,212,1,53,22,0,11,0,0,6
1,170,28,1,302,301,0,12,1,0,2
1,233,28,2,302,300,0,1,1,0,2
1,128,172,1,121,25,0,4,0,0,8
1,27,198,1,107,30,0,12,1,0,1
1,27,198,1,107,30,0,12,1,0,1
7,145,151,1,24,24,0,12,1,1,8
1,363,180,2,94,94,0,1,1,0,5
1,363,180,2,94,94,0,1,1,0,5
1,363,180,2,94,94,0,1,1,0,5
1,363,180,2,94,94,0,1,1,0,5
1,363,180,2,94,94,0,1,1,0,5
1,206,206,2,66,66,0,1,1,0,5
1,19,206,2,66,66,0,1,1,0,5
1,27,206,2,66,66,0,1,1,0,5
1,27,206,2,66,66,0,1,1,0,5
1,27,206,2,66,66,0,1,1,0,5
1,27,206,2,66,66,0,1,1,0,5
1,27,206,2,66,66,0,1,1,0,5
1,27,206,2,66,66,0,1,1,0,5
1,27,206,2,66,66,0,1,1,0,5
1,27,206,2,66,66,0,1,1,0,5
1,27,206,2,66,66,0,1,1,0,5
1,27,206,2,66,66,0,1,1,0,5
1,27,170,1,3,3,1,10,0,0,2
1,27,170,1,3,3,1,10,0,0,2
1,27,170,1,3,3,1,10,0,0,2
2,100,28,1,302,301,0,12,1,0,1
2,28,126,1,46,28,0,12,1,0,1
7,176,316,1,96,22,0,11,0,0,2
7,176,316,1,96,22,0,11,0,0,2
7,176,316,1,96,22,0,11,0,0,2
7,190,28,1,302,300,0,11,1,0,3
7,249,151,1,25,25,0,10,0,0,7
